,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,legitimate
3452,0.897,0.08800001,-0.892,0.013,4.821813,0
3453,0.886,0.074,-0.883,0.053,4.809231,0
3454,0.956,-0.021,-0.955,-0.007,4.74473,0
3455,0.9710001,-0.03,-0.9710001,0.027,4.712135,0
3456,1.031,-0.021,-1.031,0.103,4.701738,0
3457,1.12,-0.052,-1.119,0.28,4.683599,0
3458,0.9580001,-0.041,-0.957,0.517,4.677632,0
3459,0.943,-0.023,-0.943,0.71,4.682797,0
3460,0.766,0.128,-0.7550001,0.79,4.757692,0
3461,0.674,0.122,-0.6620001,0.844,4.802289,0
3462,0.636,0.141,-0.6210001,0.924,4.878587,0
3463,0.555,0.249,-0.497,0.9300001,5.007264,0
3464,0.526,0.259,-0.458,0.9900001,5.113713,0
3465,0.392,0.159,-0.359,0.97,5.113713,0
3466,0.323,0.27,-0.177,1.011,5.113713,0
3467,0.373,0.08000001,-0.364,0.937,5.113713,0
3468,0.245,0.09500001,-0.226,1.0,5.113713,0
3469,0.197,0.023,-0.196,1.052,5.113713,0
3470,0.149,0.011,-0.149,0.9450001,5.113713,0
3471,0.135,0.005,-0.135,1.026,5.113713,0
3472,0.109,0.051,-0.096,0.9620001,5.113713,0
3473,0.223,-0.157,-0.158,1.05,5.113713,0
3474,0.146,-0.083,-0.12,1.002,5.113713,0
3475,0.081,0.025,-0.07700001,1.051,5.113713,0
3476,0.14,-0.086,-0.11,1.038,5.113713,0
3477,0.02,0.014,-0.014,1.037,5.113713,0
3478,0.042,0.042,-0.005,1.062,5.113713,0
3479,0.171,0.165,0.045,1.133,5.113713,0
3480,0.311,0.309,-0.036,1.144,5.547714,0
3481,0.051,0.05,-0.006,1.172,5.547714,0
3482,0.141,0.119,0.07600001,1.093,5.547714,0
3483,0.067,-0.03,-0.06,1.1,5.547714,0
3484,0.125,-0.089,0.087,1.057,5.547714,0
3485,0.163,-0.162,-0.014,1.066,5.547714,0
3486,0.126,-0.117,0.048,1.029,5.547714,0
3487,0.221,-0.219,-0.028,0.9960001,5.547714,0
3488,0.156,-0.156,0.0,1.035,5.547714,0
3489,0.191,-0.181,-0.062,0.956,5.547714,0
3490,0.114,-0.114,0.008,0.946,5.547714,0
3491,0.156,-0.143,-0.063,1.031,5.547714,0
3492,0.171,0.127,-0.114,1.055,5.547714,0
3493,0.15,-0.15,0.005,0.984,5.547714,0
3494,0.043,-0.001,-0.043,0.9680001,5.547714,0
3495,0.117,0.112,0.031,0.8650001,5.547714,0
3496,0.101,0.09900001,-0.02,0.863,5.547714,0
3497,0.058,-0.035,-0.046,0.854,5.547714,0
3498,0.145,0.105,-0.101,0.8750001,5.547714,0
3499,0.087,0.006,-0.087,1.019,5.547714,0
3500,0.226,0.166,-0.153,0.943,5.547714,0
3501,0.233,-0.047,-0.228,0.9390001,5.547714,0
3502,0.176,-0.002,-0.176,1.064,5.547714,0
3503,0.209,0.112,-0.176,0.9860001,5.547714,0
3504,0.144,-0.041,-0.138,1.017,5.547714,0
3505,0.033,0.03,-0.013,0.947,5.547714,0
3506,0.201,-0.197,-0.041,0.8700001,5.547714,0
3507,0.014,-0.004,0.013,0.886,5.547714,0
3508,0.252,-0.232,0.098,0.9820001,5.547714,0
3509,0.148,0.144,0.035,0.714,5.547714,0
3510,0.132,-0.07300001,0.11,0.56,5.547714,0
3511,0.133,0.133,-0.014,0.312,5.547714,0
3512,0.06500001,0.046,0.046,0.179,5.547714,0
3513,0.025,0.008,0.024,0.06900001,5.547714,0
3514,0.014,0.003,0.014,0.019,5.547714,0
3515,0.07,-0.07,0.005,-0.06,5.547714,0
3516,0.049,-0.042,0.026,-0.07700001,5.547714,0
3517,0.02,0.02,-0.001,-0.049,5.547714,0
3518,0.01,-0.008,0.006,-0.014,5.547714,0
3519,0.02,0.008,-0.018,-0.031,5.547714,0
3520,0.036,-0.001,0.036,-0.014,5.547714,0
3521,0.04,-0.039,-0.009000001,-0.06,5.547714,0
3522,0.039,-0.039,0.002,-0.057,5.547714,0
3523,0.111,0.111,0.001,-0.063,5.547714,0
3524,0.105,0.1,0.031,-0.08000001,5.547714,0
3525,0.053,0.052,-0.013,-0.067,5.547714,0
3526,0.123,-0.121,-0.02,-0.037,5.547714,0
3527,0.063,-0.063,-0.003,-0.103,5.547714,0
3528,0.097,-0.09100001,0.035,-0.118,5.547714,0
3529,0.7040001,0.613,-0.347,0.056,5.654126,0
3530,0.679,0.62,-0.278,0.066,5.751172,0
3531,0.7820001,0.697,-0.355,0.041,5.780975,0
3532,0.8650001,0.767,-0.401,0.063,5.792502,0
3533,0.8710001,0.747,-0.448,0.043,5.767208,0
3534,0.895,0.715,-0.539,0.015,5.701096,0
3535,0.932,0.751,-0.552,0.033,5.674048,0
3536,0.924,0.702,-0.601,0.02,5.624827,0
3537,0.92,0.6850001,-0.614,-0.009000001,5.589487,0
3538,0.9810001,0.7500001,-0.632,0.023,5.585968,0
3539,0.892,0.711,-0.539,0.07600001,5.607333,0
3540,1.056,0.813,-0.675,0.001,5.597484,0
3541,1.157,0.9440001,-0.669,0.025,5.63424,0
3542,1.028,0.766,-0.686,0.124,5.599158,0
3543,1.102,0.788,-0.77,0.037,5.551705,0
3544,0.835,0.544,-0.634,0.034,5.503935,0
3545,0.8610001,0.619,-0.598,0.011,5.509638,0
3546,0.434,0.286,-0.326,0.039,5.493467,0
3547,0.336,-0.093,-0.323,0.017,5.493467,0
3548,0.44,-0.395,-0.194,0.017,5.493467,0
3549,0.803,-0.793,-0.125,0.059,3.907777,0
3550,1.066,-1.066,-0.01,0.08400001,3.404553,0
3551,1.189,-1.164,-0.244,-0.043,3.373779,0
3552,1.114,-1.099,-0.177,0.038,3.338319,0
3553,1.098,-1.055,-0.306,0.008,3.375192,0
3554,1.045,-0.978,-0.369,-0.032,3.434743,0
3555,0.993,-0.937,-0.329,0.001,3.454926,0
3556,1.068,-0.929,-0.526,0.004,3.549973,0
3557,0.9960001,-0.8290001,-0.552,-0.09200001,3.642259,0
3558,0.896,-0.804,-0.395,-0.087,3.622915,0
3559,0.786,-0.694,-0.37,-0.068,3.626788,0
3560,0.776,-0.715,-0.302,-0.067,3.585511,0
3561,0.7180001,-0.6760001,-0.242,-0.046,3.540336,0
3562,0.6160001,-0.563,-0.251,-0.024,3.549815,0
3563,0.528,-0.523,-0.071,0.072,3.436635,0
3564,0.41,-0.408,-0.039,0.089,3.436635,0
3565,0.392,-0.387,-0.063,0.051,3.376544,0
3566,0.417,-0.394,-0.135,-0.036,3.426975,0
3567,0.411,-0.41,-0.023,-0.023,3.311091,0
3568,0.617,-0.609,-0.096,-0.081,3.301334,0
3569,0.592,-0.59,-0.051,-0.117,3.266313,0
3570,0.578,-0.573,0.071,-0.149,3.146147,0
3571,0.774,-0.774,0.025,-0.187,3.122545,0
3572,0.849,-0.846,0.067,-0.189,3.095654,0
3573,0.818,-0.785,0.232,-0.152,2.984929,0
3574,0.854,-0.8240001,0.224,-0.157,2.928201,0
3575,0.9490001,-0.929,0.197,-0.147,2.930819,0
3576,1.027,-0.96,0.366,0.024,2.840413,0
3577,1.027,-1.024,0.08800001,-0.127,2.939396,0
3578,0.998,-0.9960001,0.06900001,-0.107,2.989284,0
3579,1.05,-1.049,0.061,-0.123,3.050685,0
3580,1.021,-1.02,-0.033,-0.109,3.109083,0
3581,0.989,-0.979,-0.135,-0.104,3.195352,0
3582,0.987,-0.987,-0.01,-0.071,3.172475,0
3583,1.042,-1.037,-0.103,-0.053,3.207529,0
3584,1.026,-1.025,-0.051,-0.023,3.199168,0
3585,0.9710001,-0.9710001,0.006,-0.005,3.168627,0
3586,1.016,-1.015,-0.058,0.051,3.184042,0
3587,0.961,-0.9590001,0.059,0.098,3.133056,0
3588,1.004,-1.0,-0.086,0.083,3.180765,0
3589,0.9540001,-0.9530001,0.046,0.105,3.137203,0
3590,0.941,-0.941,-0.015,0.079,3.147263,0
3591,0.9620001,-0.96,-0.054,0.06500001,3.173428,0
3592,0.891,-0.89,0.044,0.086,3.133202,0
3593,0.869,-0.869,0.002,0.121,3.136145,0
3594,0.762,-0.761,-0.046,0.173,3.163924,0
3595,0.7920001,-0.789,-0.068,0.135,3.194887,0
3596,0.9070001,-0.906,0.03,0.081,3.146451,0
3597,0.9310001,-0.9310001,-0.017,0.098,3.153156,0
3598,0.955,-0.955,0.009000001,0.101,3.142087,0
3599,0.9120001,-0.9120001,-0.014,0.112,3.148915,0
3600,0.993,-0.987,0.108,0.118,3.084926,0
3601,0.927,-0.919,0.117,0.109,3.052111,0
3602,0.955,-0.95,0.09900001,0.1,3.044945,0
3603,0.8560001,-0.85,0.102,0.085,3.033812,0
3604,0.914,-0.913,0.036,0.07,3.068795,0
3605,0.9300001,-0.9300001,0.014,0.07600001,3.098287,0
3606,0.919,-0.9160001,0.071,0.102,3.08123,0
3607,1.015,-1.014,0.031,0.067,3.097413,0
3608,1.066,-1.065,0.029,0.047,3.106428,0
3609,1.06,-1.058,0.06500001,0.086,3.092804,0
3610,1.104,-1.104,0.012,0.019,3.113588,0
3611,1.169,-1.169,-0.003,0.128,3.13022,0
3612,1.181,-1.18,-0.016,0.1,3.143525,0
3613,1.079,-1.079,-0.02,0.09100001,3.150755,0
3614,1.117,-1.116,0.047,0.053,3.124105,0
3615,1.077,-1.076,0.051,0.07700001,3.109873,0
3616,0.973,-0.9710001,0.06,0.039,3.096308,0
3617,0.964,-0.955,0.134,0.027,3.04874,0
3618,0.943,-0.9250001,0.179,0.01,2.999943,0
3619,0.92,-0.918,0.072,0.035,3.030171,0
3620,0.8280001,-0.8280001,0.006,0.045,3.07571,0
3621,0.8980001,-0.891,-0.112,0.098,3.174728,0
3622,0.9250001,-0.9070001,-0.182,0.025,3.259361,0
3623,0.9,-0.89,-0.135,0.064,3.274929,0
3624,0.9020001,-0.8980001,-0.07600001,0.124,3.249616,0
3625,0.8890001,-0.881,-0.121,0.059,3.263556,0
3626,0.8940001,-0.883,-0.144,0.058,3.281927,0
3627,0.9850001,-0.9820001,-0.08400001,0.052,3.251753,0
3628,0.918,-0.918,-0.017,0.127,3.208291,0
3629,1.04,-1.039,0.039,0.115,3.148294,0
3630,1.049,-1.035,0.174,0.125,3.027807,0
3631,1.045,-1.037,0.133,0.156,3.020824,0
3632,1.101,-1.071,0.251,0.123,2.959671,0
3633,1.013,-0.9950001,0.186,0.114,2.958289,0
3634,1.063,-1.034,0.245,0.166,2.932163,0
3635,1.116,-1.111,0.102,0.117,2.99199,0
3636,1.034,-0.992,0.292,0.211,2.928729,0
3637,1.194,-1.192,0.056,0.223,3.015182,0
3638,1.192,-1.192,0.01,0.225,3.074426,0
3639,1.128,-1.127,-0.054,0.175,3.12831,0
3640,1.059,-1.058,-0.037,0.174,3.150578,0
3641,0.978,-0.9760001,-0.064,0.156,3.176898,0
3642,0.9820001,-0.979,-0.08000001,0.061,3.200289,0
3643,0.892,-0.8880001,-0.08800001,0.005,3.218494,0
3644,0.859,-0.8560001,-0.07700001,0.011,3.224975,0
3645,0.803,-0.7920001,-0.13,0.029,3.261801,0
3646,0.878,-0.8660001,-0.148,0.012,3.287929,0
3647,0.836,-0.835,-0.031,0.041,3.234924,0
3648,0.923,-0.9170001,-0.108,0.009000001,3.247942,0
3649,0.9720001,-0.9720001,0.016,-0.02,3.182278,0
3650,1.049,-1.049,0.036,-0.003,3.139545,0
3651,1.09,-1.088,0.056,-0.009000001,3.113636,0
3652,1.088,-1.086,0.06500001,-0.001,3.097765,0
3653,1.117,-1.107,0.153,0.04,3.048921,0
3654,1.178,-1.173,0.105,0.033,3.050721,0
3655,1.138,-1.119,0.209,0.106,3.005028,0
3656,1.224,-1.221,0.087,0.059,3.039434,0
3657,1.011,-1.004,0.117,0.098,3.033716,0
3658,0.9950001,-0.993,0.064,0.081,3.052898,0
3659,0.9760001,-0.975,-0.02,0.117,3.106761,0
3660,0.92,-0.914,-0.09900001,0.063,3.173773,0
3661,0.818,-0.8050001,-0.144,0.109,3.239499,0
3662,0.716,-0.705,-0.125,0.1,3.273696,0
3663,0.504,-0.504,0.005,0.106,3.223959,0
3664,0.503,-0.246,0.439,0.014,2.663167,0
3665,0.646,-0.082,0.641,0.029,2.117708,0
3666,0.914,0.02,0.914,-0.006,1.749898,0
3667,1.031,0.114,1.025,0.05,1.587916,0
3668,1.086,0.07700001,1.083,0.053,1.541448,0
3669,1.167,0.156,1.156,0.149,1.486426,0
3670,1.503,0.026,1.502,0.03,1.528475,0
3671,1.279,0.305,1.242,0.185,1.445055,0
3672,1.501,0.121,1.496,0.138,1.472122,0
3673,1.63,-0.037,1.629,0.026,1.539797,0
3674,1.457,-0.07700001,1.455,0.114,1.577547,0
3675,1.565,-0.278,1.54,0.022,1.672329,0
3676,1.504,-0.365,1.459,0.068,1.744069,0
3677,1.388,-0.5,1.295,0.029,1.837178,0
3678,1.215,-0.565,1.075,-0.06500001,1.934815,0
3679,1.013,-0.458,0.904,0.022,1.973788,0
3680,1.117,-0.5560001,0.969,-0.055,2.039306,0
3681,0.942,-0.464,0.8200001,-0.011,2.060218,0
3682,0.872,-0.358,0.795,0.009000001,2.030918,0
3683,0.862,-0.37,0.7780001,0.014,2.023015,0
3684,0.724,-0.251,0.679,0.007,1.984292,0
3685,0.682,-0.175,0.659,-0.018,1.911279,0
3686,0.614,-0.151,0.595,-0.027,1.870247,0
3687,0.6760001,-0.135,0.663,0.075,1.816553,0
3688,0.599,-0.134,0.5840001,0.097,1.807288,0
3689,0.714,-0.173,0.693,0.074,1.811799,0
3690,0.789,-0.136,0.777,0.054,1.774893,0
3691,0.774,-0.087,0.7690001,0.003,1.730212,0
3692,0.914,-0.058,0.9120001,0.021,1.674802,0
3693,0.8930001,-0.018,0.8930001,0.032,1.635145,0
3694,0.969,-0.037,0.9680001,0.09500001,1.620861,0
3695,1.013,-0.061,1.011,0.005,1.626541,0
3696,0.964,0.022,0.964,0.039,1.590211,0
3697,1.008,0.0,1.008,0.06500001,1.580082,0
3698,1.026,-0.082,1.022,0.012,1.61724,0
3699,1.031,-0.105,1.026,0.003,1.645414,0
3700,1.01,-0.057,1.008,0.05,1.636635,0
3701,0.956,-0.114,0.9490001,-0.008,1.661949,0
3702,0.918,-0.041,0.9170001,0.102,1.640541,0
3703,0.9160001,-0.03,0.9160001,0.044,1.622434,0
3704,0.7730001,-0.047,0.772,0.06,1.626169,0
3705,0.71,-0.022,0.7090001,0.096,1.615135,0
3706,0.784,-0.237,0.747,-0.003,1.777705,0
3707,0.826,-0.237,0.791,0.028,1.821619,0
3708,0.9250001,-0.325,0.867,0.034,1.882755,0
3709,1.01,-0.36,0.943,0.023,1.911353,0
3710,1.084,-0.355,1.025,0.032,1.907627,0
3711,1.124,-0.335,1.073,-0.04,1.889904,0
3712,1.113,-0.271,1.08,-0.013,1.854582,0
3713,1.114,-0.191,1.097,-0.004,1.800319,0
3714,1.139,-0.148,1.129,-0.033,1.750549,0
3715,1.126,-0.03,1.125,0.02,1.67741,0
3716,1.094,0.024,1.094,-0.079,1.6163,0
3717,1.055,0.067,1.053,-0.004,1.56325,0
3718,1.036,0.111,1.03,0.022,1.514599,0
3719,0.997,0.018,0.997,0.045,1.53277,0
3720,0.984,0.113,0.9770001,0.108,1.496004,0
3721,0.992,-0.002,0.992,0.021,1.535416,0
3722,0.973,0.051,0.9720001,0.054,1.527082,0
3723,1.08,-0.013,1.08,0.052,1.55884,0
3724,1.08,0.164,1.067,0.114,1.491117,0
3725,1.186,-0.07600001,1.183,-0.033,1.573809,0
3726,1.108,0.128,1.1,0.179,1.521042,0
3727,1.133,-0.108,1.128,0.031,1.599714,0
3728,1.103,-0.053,1.101,0.071,1.608777,0
3729,1.109,-0.15,1.099,0.096,1.65921,0
3730,1.021,-0.264,0.9860001,0.031,1.743368,0
3731,1.012,-0.281,0.9720001,0.09500001,1.797796,0
3732,1.01,-0.303,0.9630001,0.09900001,1.837071,0
3733,0.9670001,-0.341,0.905,0.09200001,1.882954,0
3734,1.016,-0.414,0.928,0.032,1.939619,0
3735,1.066,-0.319,1.017,0.06500001,1.906931,0
3736,0.938,-0.218,0.9120001,0.131,1.864537,0
3737,0.9910001,-0.269,0.9540001,-0.047,1.854444,0
3738,0.858,-0.018,0.8570001,0.078,1.753289,0
3739,0.8930001,-0.057,0.891,-0.027,1.690764,0
3740,0.8930001,0.042,0.892,0.002,1.609597,0
3741,0.9720001,0.116,0.965,-0.007,1.525268,0
3742,0.96,0.104,0.955,-0.001,1.493955,0
3743,1.004,-0.002,1.004,0.008,1.536274,0
3744,0.988,0.05,0.987,0.004,1.52842,0
3745,1.02,-0.018,1.02,0.027,1.559647,0
3746,1.05,-0.039,1.049,-0.009000001,1.584564,0
3747,1.015,-0.078,1.012,0.01,1.61552,0
3748,1.098,-0.089,1.094,-0.024,1.635369,0
3749,1.025,0.011,1.025,0.06,1.601053,0
3750,1.074,-0.07300001,1.072,0.072,1.621278,0
3751,1.139,-0.2,1.122,0.03,1.691911,0
3752,1.193,-0.141,1.185,0.08400001,1.69052,0
3753,1.184,-0.154,1.174,0.089,1.695747,0
3754,1.256,-0.282,1.224,0.09900001,1.750745,0
3755,1.227,-0.206,1.21,0.078,1.74529,0
3756,1.172,-0.196,1.156,0.127,1.742393,0
3757,1.218,-0.236,1.195,0.057,1.754886,0
3758,0.978,-0.06900001,0.9760001,0.125,1.712433,0
3759,0.77,-0.029,0.7690001,0.019,1.669977,0
3760,0.677,0.422,0.53,0.132,1.366697,0
3761,0.789,0.776,0.142,0.097,0.5745921,0
3762,1.109,1.109,-0.036,0.148,0.1580186,0
3763,1.205,1.196,-0.143,0.157,0.009607339,0
3764,1.366,1.355,-0.172,0.068,6.2192,0
3765,1.397,1.396,-0.026,0.085,6.239962,0
3766,1.434,1.434,0.005,0.101,6.263749,0
3767,1.435,1.434,0.046,0.121,0.006022084,0
3768,1.473,1.472,0.047,0.145,0.01966166,0
3769,1.627,1.627,0.027,0.145,0.01802873,0
3770,1.708,1.705,0.098,0.115,0.04023211,0
3771,1.712,1.706,0.14,0.087,0.06123173,0
3772,1.709,1.704,0.126,0.09500001,0.06746431,0
3773,1.694,1.682,0.203,0.06500001,0.09305257,0
3774,1.63,1.622,0.17,0.058,0.09812276,0
3775,1.46,1.434,0.275,0.031,0.1368759,0
3776,1.352,1.326,0.267,-0.008,0.1682539,0
3777,1.246,1.194,0.354,-0.021,0.2207597,0
3778,0.969,0.924,0.293,-0.048,0.2514702,0
3779,0.8280001,0.7590001,0.331,-0.039,0.316006,0
3780,0.8100001,0.734,0.344,-0.07700001,0.3754248,0
3781,0.6760001,0.545,0.4,-0.06500001,0.4806399,0
3782,0.664,0.521,0.411,-0.078,0.5722545,0
3783,0.668,0.467,0.477,-0.066,0.6709089,0
3784,0.637,0.449,0.452,-0.085,0.7236404,0
3785,0.646,0.338,0.55,-0.08800001,0.8723182,0
3786,0.502,0.325,0.383,-0.06,0.8700908,0
3787,0.483,0.415,0.248,-0.01,0.7065473,0
3788,0.336,0.326,0.08400001,-0.021,0.7065473,0
3789,0.495,0.494,-0.026,-0.014,0.2393108,0
3790,0.538,0.508,-0.179,0.017,6.18282,0
3791,0.83,0.777,-0.291,-0.027,5.999912,0
3792,0.73,0.649,-0.334,-0.029,5.910321,0
3793,0.867,0.7920001,-0.354,-0.112,5.882473,0
3794,0.9860001,0.943,-0.287,-0.09500001,5.939723,0
3795,1.003,0.974,-0.237,-0.09200001,5.993003,0
3796,1.088,1.064,-0.229,-0.118,6.034776,0
3797,1.11,1.103,-0.116,-0.133,6.105265,0
3798,1.153,1.151,-0.08000001,-0.112,6.160692,0
3799,1.191,1.191,0.006,-0.098,6.225275,0
3800,1.169,1.167,0.071,-0.072,6.281852,0
3801,1.196,1.181,0.189,-0.098,0.07704267,0
3802,1.168,1.13,0.296,-0.086,0.1550491,0
3803,1.165,1.079,0.441,-0.118,0.2635763,0
3804,1.115,1.035,0.414,-0.057,0.3152201,0
3805,0.9810001,0.9,0.389,-0.048,0.3559192,0
3806,0.924,0.851,0.359,-0.036,0.3772768,0
3807,0.854,0.802,0.292,0.002,0.363618,0
3808,0.859,0.811,0.283,-0.006,0.3493521,0
3809,0.795,0.748,0.268,-0.01,0.3470151,0
3810,0.822,0.817,0.09200001,0.019,0.2157908,0
3811,0.8190001,0.808,0.133,0.006,0.1902013,0
3812,0.859,0.851,0.121,-0.004,0.1635443,0
3813,0.881,0.876,0.087,0.007,0.1301569,0
3814,0.776,0.772,0.07600001,-0.019,0.1157818,0
3815,0.8340001,0.832,0.062,0.008,0.09349292,0
3816,0.8470001,0.845,0.059,0.019,0.08112133,0
3817,0.794,0.793,0.015,0.06900001,0.05147569,0
3818,0.8660001,0.8650001,-0.042,0.041,6.277801,0
3819,0.8930001,0.89,-0.07,-0.049,6.239499,0
3820,0.8610001,0.8610001,0.009000001,-0.07700001,6.265503,0
3821,0.9160001,0.9160001,0.01,-0.097,6.280593,0
3822,0.8560001,0.855,0.047,-0.067,0.0217454,0
3823,0.9390001,0.937,-0.048,-0.044,6.263782,0
3824,0.8880001,0.881,0.114,-0.09100001,0.04626868,0
3825,0.8240001,0.816,0.116,-0.06900001,0.09412543,0
3826,0.89,0.883,0.116,-0.09,0.1140499,0
3827,0.873,0.869,0.087,-0.12,0.1069902,0
3828,0.8850001,0.873,0.146,-0.096,0.1330374,0
3829,0.812,0.804,0.119,0.017,0.1391979,0
3830,0.86,0.858,0.064,-0.022,0.1026667,0
3831,0.98,0.978,0.061,-0.049,0.07845255,0
3832,0.8660001,0.8660001,0.004,-0.022,0.04560353,0
3833,0.904,0.9020001,0.068,-0.031,0.06089297,0
3834,0.909,0.9070001,0.053,-0.047,0.05981069,0
3835,0.923,0.9210001,0.051,-0.08800001,0.0576367,0
3836,0.9160001,0.914,0.052,-0.097,0.05723545,0
3837,0.934,0.9300001,0.08400001,-0.078,0.07369617,0
3838,0.91,0.909,0.029,-0.129,0.05321544,0
3839,0.9990001,0.9950001,0.08400001,-0.06,0.07033031,0
3840,1.033,1.032,0.046,-0.067,0.05688953,0
3841,1.066,1.058,0.134,-0.09100001,0.09296199,0
3842,1.066,1.065,0.033,-0.114,0.06091862,0
3843,1.118,1.118,0.005,-0.109,0.03096807,0
3844,1.087,1.086,0.042,-0.105,0.03451005,0
3845,1.107,1.107,0.023,-0.07700001,0.02714127,0
3846,1.098,1.098,-0.027,-0.06,0.001087689,0
3847,0.9720001,0.9710001,-0.047,-0.044,6.262969,0
3848,0.9160001,0.913,-0.071,-0.036,6.235561,0
3849,0.8880001,0.8850001,-0.064,-0.053,6.22368,0
3850,0.85,0.849,-0.048,-0.058,6.225137,0
3851,0.988,0.988,0.008,-0.058,6.262135,0
3852,1.051,1.051,0.024,-0.04,0.001357168,0
3853,1.062,1.062,0.018,-0.06,0.009214291,0
3854,0.9850001,0.975,-0.138,-0.071,6.21836,0
3855,0.8660001,0.821,-0.275,-0.032,6.092936,0
3856,0.9310001,0.627,-0.688,-0.053,5.729039,0
3857,0.934,0.386,-0.85,-0.002,5.437973,0
3858,1.019,0.23,-0.992,-0.032,5.18654,0
3859,0.913,0.058,-0.9110001,0.013,5.014183,0
3860,0.9910001,0.033,-0.9900001,-0.012,4.870606,0
3861,1.067,-0.089,-1.063,-0.038,4.742785,0
3862,1.305,-0.171,-1.294,-0.09100001,4.645403,0
3863,1.195,-0.019,-1.195,0.006,4.668202,0
3864,1.278,0.032,-1.278,0.09900001,4.703361,0
3865,1.542,0.07700001,-1.54,0.075,4.739013,0
3866,1.488,0.153,-1.48,0.06,4.778119,0
3867,1.43,0.184,-1.418,0.05,4.808434,0
3868,1.456,0.268,-1.431,0.061,4.853775,0
3869,1.396,0.276,-1.368,0.06900001,4.882251,0
3870,1.256,0.264,-1.228,0.037,4.901054,0
3871,1.279,0.27,-1.25,-0.008,4.912785,0
3872,1.096,0.348,-1.039,-0.079,4.965598,0
3873,1.066,0.269,-1.031,-0.143,4.966362,0
3874,0.864,0.4,-0.766,-0.07600001,5.063308,0
3875,0.994,0.286,-0.9530001,-0.136,5.030213,0
3876,0.8100001,0.322,-0.743,-0.151,5.066454,0
3877,0.89,0.27,-0.848,-0.18,5.041114,0
3878,0.876,0.381,-0.789,-0.18,5.10304,0
3879,0.804,0.235,-0.7690001,-0.145,5.065687,0
3880,0.909,0.31,-0.854,-0.142,5.062664,0
3881,0.932,0.231,-0.9030001,-0.152,5.009296,0
3882,0.983,0.247,-0.952,-0.123,4.986393,0
3883,0.95,0.129,-0.941,-0.094,4.921222,0
3884,0.961,0.11,-0.955,-0.1,4.873686,0
3885,0.936,0.09500001,-0.9310001,-0.048,4.845116,0
3886,0.906,-0.015,-0.906,-0.06500001,4.776309,0
3887,1.017,0.074,-1.014,-0.053,4.781254,0
3888,0.8240001,0.056,-0.822,-0.022,4.781087,0
3889,0.788,0.06,-0.785,-0.013,4.784282,0
3890,0.877,0.164,-0.862,-0.033,4.848804,0
3891,0.733,0.228,-0.696,0.029,4.924975,0
3892,0.758,0.204,-0.73,0.014,4.956042,0
3893,0.974,0.249,-0.941,-0.048,4.965619,0
3894,0.7450001,0.172,-0.724,-0.015,4.958624,0
3895,0.8330001,0.164,-0.816,0.021,4.92993,0
3896,0.973,0.103,-0.9670001,-0.017,4.865305,0
3897,0.8980001,-0.021,-0.8980001,0.037,4.78479,0
3898,1.067,-0.064,-1.065,-0.031,4.708912,0
3899,1.001,-0.169,-0.987,-0.013,4.632071,0
3900,1.164,-0.125,-1.157,-0.028,4.614999,0
3901,1.044,-0.094,-1.039,0.03,4.618299,0
3902,0.9620001,-0.035,-0.961,0.05,4.644654,0
3903,1.02,-0.041,-1.02,0.089,4.659127,0
3904,1.067,-0.08800001,-1.063,0.085,4.643654,0
3905,1.129,-0.125,-1.122,0.028,4.621058,0
3906,1.138,-0.079,-1.135,0.049,4.63209,0
3907,0.913,-0.026,-0.913,0.005,4.652678,0
3908,1.08,0.132,-1.072,-0.013,4.75766,0
3909,1.012,-0.015,-1.012,-0.062,4.730414,0
3910,0.906,-0.026,-0.906,-0.01,4.709407,0
3911,0.947,-0.006,-0.947,-0.009000001,4.707947,0
3912,1.096,-0.066,-1.094,-0.068,4.677841,0
3913,1.038,-0.045,-1.037,-0.057,4.673933,0
3914,0.9670001,-0.07,-0.964,0.037,4.657598,0
3915,0.95,0.053,-0.9490001,0.054,4.712606,0
3916,1.044,0.06,-1.043,0.129,4.743378,0
3917,1.086,0.177,-1.071,0.026,4.812065,0
3918,0.994,0.15,-0.9820001,-0.006,4.835678,0
3919,0.9810001,0.283,-0.9390001,-0.004,4.917836,0
3920,1.083,0.363,-1.02,-0.029,4.994236,0
3921,0.955,0.435,-0.85,0.066,5.07764,0
3922,1.122,0.511,-0.9990001,-0.012,5.140827,0
3923,0.891,0.372,-0.809,0.062,5.141857,0
3924,1.083,0.395,-1.009,-0.08000001,5.108211,0
3925,0.964,0.252,-0.9310001,-0.098,5.05009,0
3926,0.8800001,0.211,-0.854,-0.064,5.008924,0
3927,1.002,0.238,-0.973,-0.051,4.976346,0
3928,0.927,0.079,-0.924,0.012,4.893833,0
3929,1.071,-0.043,-1.07,-0.036,4.766334,0
3930,0.952,-0.07300001,-0.95,-0.043,4.708293,0
3931,0.9070001,-0.047,-0.906,-0.004,4.685415,0
3932,0.9220001,-0.046,-0.9210001,0.002,4.674016,0
3933,0.924,-0.046,-0.923,0.026,4.668357,0
3934,0.9990001,-0.016,-0.9990001,0.046,4.683215,0
3935,0.997,0.033,-0.997,0.13,4.713634,0
3936,1.147,-0.022,-1.147,0.287,4.701975,0
3937,0.9910001,-0.071,-0.988,0.577,4.675477,0
3938,0.8890001,0.075,-0.886,0.766,4.727407,0
