,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,legitimate
509,0.063,0.045,-0.044,-0.031,5.086082,0
510,0.086,-0.054,-0.068,-0.056,5.086082,0
511,0.11,-0.09200001,-0.06,-0.102,5.086082,0
512,0.098,-0.085,-0.048,-0.102,5.086082,0
513,0.026,-0.025,-0.007,-0.051,5.086082,0
514,0.09500001,-0.06500001,-0.07,-0.082,5.086082,0
515,0.044,-0.024,-0.036,-0.057,5.086082,0
516,0.053,-0.036,-0.04,-0.04,5.086082,0
517,0.054,-0.012,-0.053,-0.017,5.086082,0
518,0.054,-0.047,-0.027,-0.055,5.086082,0
519,0.112,-0.108,0.031,-0.018,5.086082,0
520,0.151,-0.136,-0.06500001,-0.024,5.086082,0
521,0.067,-0.06,-0.031,-0.02,5.086082,0
522,0.115,-0.104,-0.05,-0.036,5.086082,0
523,0.101,-0.082,-0.06,-0.052,5.086082,0
524,0.141,-0.07300001,-0.121,-0.075,5.086082,0
525,0.082,-0.053,-0.063,-0.101,5.086082,0
526,0.1,-0.072,-0.06900001,-0.102,5.086082,0
527,0.123,0.07600001,-0.097,-0.07700001,5.086082,0
528,0.14,0.037,-0.135,-0.115,5.086082,0
529,0.193,0.178,-0.07300001,-0.058,5.086082,0
530,0.165,0.144,-0.08000001,-0.038,5.086082,0
531,0.142,0.139,0.028,-0.045,5.086082,0
532,0.173,0.157,0.07300001,-0.023,5.086082,0
533,0.116,0.078,0.086,-0.033,5.086082,0
534,0.136,0.056,0.123,-0.004,5.086082,0
535,0.137,0.001,0.137,-0.038,5.086082,0
536,0.126,-0.017,0.125,-0.001,5.086082,0
537,0.164,-0.124,0.108,0.001,5.086082,0
538,0.144,-0.093,0.111,-0.004,5.086082,0
539,0.187,-0.152,0.109,-0.013,5.086082,0
540,0.08400001,-0.061,0.057,-0.008,5.086082,0
541,0.152,-0.119,0.094,0.011,5.086082,0
542,0.09500001,-0.07,0.06500001,0.024,5.086082,0
543,0.188,-0.066,0.176,0.058,5.086082,0
544,0.157,0.05,-0.149,0.393,5.086082,0
545,0.173,-0.08400001,0.151,0.218,5.086082,0
546,0.125,-0.08400001,0.093,0.12,5.086082,0
547,0.103,-0.08800001,0.053,0.034,5.086082,0
548,0.121,-0.048,0.111,0.019,5.086082,0
549,0.19,-0.19,-0.005,-0.061,5.086082,0
550,0.184,-0.032,0.182,-0.043,5.086082,0
551,0.168,-0.148,0.08000001,-0.111,5.086082,0
552,0.138,-0.074,0.117,-0.06900001,5.086082,0
553,0.104,-0.078,-0.068,-0.115,5.086082,0
554,0.037,0.037,0.002,-0.09200001,5.086082,0
555,0.157,0.05,-0.149,-0.094,5.086082,0
556,0.257,0.168,-0.195,-0.08400001,5.086082,0
557,0.413,0.278,-0.305,-0.051,5.310898,0
558,0.4,0.289,-0.277,-0.046,5.413302,0
559,0.355,0.199,-0.294,0.011,5.368334,0
560,0.321,0.211,-0.242,-0.012,5.396447,0
561,0.197,0.163,-0.112,0.041,5.396447,0
562,0.146,0.106,-0.101,0.006,5.396447,0
563,0.104,0.09900001,0.034,0.045,5.396447,0
564,0.102,-0.06,0.083,0.053,5.396447,0
565,0.25,-0.139,0.208,0.086,5.396447,0
566,0.306,-0.188,0.241,0.083,5.396447,0
567,0.357,-0.282,0.22,0.029,3.734099,0
568,0.429,-0.305,0.302,0.044,3.009385,0
569,0.347,-0.28,0.205,-0.004,2.806915,0
570,0.26,-0.225,0.13,0.005,2.806915,0
571,0.248,-0.228,0.097,-0.011,2.806915,0
572,0.286,-0.28,-0.055,0.006,3.101034,0
573,0.17,-0.166,-0.039,0.031,3.101034,0
574,0.326,-0.206,-0.252,-0.031,3.574538,0
575,0.15,-0.04,-0.144,0.028,3.574538,0
576,0.357,-0.157,-0.32,-0.006,3.922205,0
577,0.252,-0.052,-0.247,0.034,3.922205,0
578,0.302,-0.042,-0.299,0.022,3.922205,0
579,0.256,0.037,-0.253,0.037,3.922205,0
580,0.234,0.09100001,-0.215,0.034,3.922205,0
581,0.202,0.104,-0.173,0.036,3.922205,0
582,0.178,0.097,-0.149,0.067,3.922205,0
583,0.134,0.113,-0.072,0.064,3.922205,0
584,0.17,0.137,0.101,0.112,3.922205,0
585,0.138,0.135,0.03,0.041,3.922205,0
586,0.247,0.212,0.127,0.09200001,3.922205,0
587,0.07700001,0.072,0.026,0.02,3.922205,0
588,0.164,0.046,0.158,0.06900001,3.922205,0
589,0.175,-0.043,0.169,0.059,3.922205,0
590,0.295,-0.012,0.295,0.052,3.922205,0
591,0.255,-0.085,0.241,0.041,3.922205,0
592,0.214,-0.066,0.204,0.021,3.922205,0
593,0.106,-0.068,0.081,-0.006,3.922205,0
594,0.057,-0.044,0.037,-0.007,3.922205,0
595,0.096,-0.06500001,-0.071,-0.037,3.922205,0
596,0.09,-0.071,-0.056,-0.021,3.922205,0
597,0.123,-0.052,-0.111,-0.046,3.922205,0
598,0.127,-0.06500001,-0.11,-0.008,3.922205,0
599,0.06,-0.013,-0.059,-0.018,3.922205,0
600,0.081,0.002,-0.081,-0.022,3.922205,0
601,0.005,-0.001,-0.005,0.015,3.922205,0
602,0.079,0.034,-0.072,-0.036,3.922205,0
603,0.039,0.039,0.008,-0.01,3.922205,0
604,0.09,0.081,-0.038,-0.009000001,3.922205,0
605,0.102,0.09,-0.05,0.018,3.922205,0
606,0.119,0.087,-0.082,-0.005,3.922205,0
607,0.093,0.087,0.034,0.064,3.922205,0
608,0.033,0.031,-0.012,0.02,3.922205,0
609,0.169,0.121,0.118,0.028,3.922205,0
610,0.05,0.011,0.049,-0.035,3.922205,0
611,0.116,-0.023,0.114,-0.023,3.922205,0
612,0.112,-0.111,0.018,-0.042,3.922205,0
613,0.169,-0.163,0.043,-0.029,3.922205,0
614,0.188,-0.186,0.027,0.014,3.922205,0
615,0.175,-0.167,0.05,0.056,3.922205,0
616,0.198,-0.197,-0.02,0.064,3.922205,0
617,0.171,-0.125,0.117,0.09100001,3.922205,0
618,0.133,-0.122,0.052,0.075,3.922205,0
619,0.123,-0.063,0.106,0.051,3.922205,0
620,0.093,0.015,0.09200001,0.072,3.922205,0
621,0.04,-0.038,0.01,0.047,3.922205,0
622,0.09500001,-0.09500001,-0.004,0.036,3.922205,0
623,0.121,-0.119,-0.019,0.037,3.922205,0
624,0.106,-0.08000001,-0.07,0.07300001,3.922205,0
625,0.104,-0.075,-0.072,0.045,3.922205,0
626,0.221,-0.093,-0.201,0.017,3.922205,0
627,0.143,0.055,-0.132,0.052,3.922205,0
628,0.224,-0.009000001,-0.224,0.052,3.922205,0
629,0.192,0.128,-0.143,0.05,3.922205,0
630,0.222,0.09,-0.203,0.03,3.922205,0
631,0.27,0.174,-0.207,0.037,3.922205,0
632,0.219,0.184,-0.118,0.013,3.922205,0
633,0.159,0.134,-0.085,0.031,3.922205,0
634,0.161,0.158,-0.031,0.052,3.922205,0
635,0.185,0.185,0.011,0.048,3.922205,0
636,0.17,0.155,0.06900001,0.06,3.922205,0
637,0.163,0.115,0.115,0.04,3.922205,0
638,0.054,0.048,0.025,0.024,3.922205,0
639,0.195,0.072,0.181,0.06,3.922205,0
640,0.136,0.044,0.129,0.041,3.922205,0
641,0.118,-0.1,0.063,0.022,3.922205,0
642,0.16,-0.081,0.138,0.035,3.922205,0
643,0.158,-0.156,0.028,0.029,3.922205,0
644,0.115,-0.108,0.04,0.037,3.922205,0
645,0.159,-0.154,-0.036,0.044,3.922205,0
646,0.182,-0.177,-0.042,0.066,3.922205,0
647,0.127,-0.117,-0.049,0.075,3.922205,0
648,0.134,-0.105,-0.083,0.046,3.922205,0
649,0.07,-0.061,-0.034,0.07600001,3.922205,0
650,0.074,-0.061,-0.043,0.074,3.922205,0
651,0.045,-0.014,-0.042,0.044,3.922205,0
652,0.007,0.006,-0.003,0.035,3.922205,0
653,0.067,0.066,-0.015,0.027,3.922205,0
654,0.07300001,0.07300001,-0.009000001,0.055,3.922205,0
655,0.097,0.094,-0.025,0.025,3.922205,0
656,0.104,0.081,0.06500001,0.06,3.922205,0
657,0.023,0.022,0.006,-0.004,3.922205,0
658,0.107,0.09100001,0.056,0.031,3.922205,0
659,0.034,0.031,-0.013,0.026,3.922205,0
660,0.038,0.006,0.038,-0.001,3.922205,0
661,0.045,0.013,0.043,0.045,3.922205,0
662,0.012,-0.011,0.003,0.024,3.922205,0
663,0.064,-0.062,0.015,0.038,3.922205,0
664,0.056,-0.037,0.041,0.03,3.922205,0
665,0.116,-0.109,-0.039,0.026,3.922205,0
666,0.09200001,-0.09100001,0.012,0.011,3.922205,0
667,0.087,-0.085,-0.022,0.009000001,3.922205,0
668,0.09900001,-0.074,-0.066,0.01,3.922205,0
669,0.075,-0.048,-0.057,0.028,3.922205,0
670,0.09100001,-0.004,-0.09100001,0.025,3.922205,0
671,0.089,-0.04,-0.08000001,0.02,3.922205,0
672,0.058,-0.02,-0.055,0.024,3.922205,0
673,0.019,-0.011,-0.016,0.074,3.922205,0
674,0.038,0.038,-0.001,0.048,3.922205,0
675,0.07300001,0.063,0.038,0.049,3.922205,0
676,0.119,0.117,0.02,0.023,3.922205,0
677,0.116,0.11,0.037,0.009000001,3.922205,0
678,0.09500001,0.07700001,0.057,0.013,3.922205,0
679,0.114,0.07,0.09100001,0.018,3.922205,0
680,0.128,0.081,0.09900001,0.025,3.922205,0
681,0.142,0.08000001,0.117,0.057,3.922205,0
682,0.075,0.03,0.06900001,0.023,3.922205,0
683,0.023,0.002,0.023,0.035,3.922205,0
684,0.019,0.018,0.006,0.032,3.922205,0
685,0.064,-0.058,-0.026,0.005,3.922205,0
686,0.031,-0.024,-0.02,0.016,3.922205,0
687,0.179,-0.139,-0.113,0.011,3.922205,0
688,0.153,-0.137,-0.067,-0.002,3.922205,0
689,0.129,-0.123,-0.04,0.01,3.922205,0
690,0.119,-0.09200001,-0.075,0.026,3.922205,0
691,0.083,-0.075,-0.036,0.002,3.922205,0
692,0.081,-0.07700001,-0.027,0.015,3.922205,0
693,0.033,0.014,-0.03,0.018,3.922205,0
694,0.075,0.014,-0.074,0.002,3.922205,0
695,0.085,0.082,-0.024,0.046,3.922205,0
696,0.08000001,0.049,-0.064,0.06,3.922205,0
697,0.055,0.055,0.001,0.043,3.922205,0
698,0.062,0.049,-0.039,0.007,3.922205,0
699,0.046,0.042,0.019,0.018,3.922205,0
700,0.051,0.009000001,0.051,0.006,3.922205,0
701,0.045,0.016,0.042,0.004,3.922205,0
702,0.08400001,-0.026,0.08000001,0.03,3.922205,0
703,0.067,-0.048,0.048,0.039,3.922205,0
704,0.036,-0.027,0.023,0.007,3.922205,0
705,0.06500001,-0.064,-0.013,0.04,3.922205,0
706,0.04,-0.037,-0.013,0.067,3.922205,0
707,0.066,-0.055,-0.037,0.051,3.922205,0
708,0.087,-0.082,0.028,0.063,3.922205,0
709,0.049,-0.047,-0.012,0.027,3.922205,0
710,0.039,-0.029,0.025,0.02,3.922205,0
711,0.021,-0.017,-0.012,0.035,3.922205,0
712,0.075,0.026,-0.07,-0.001,3.922205,0
713,0.06,0.025,0.055,0.048,3.922205,0
714,0.07700001,-0.012,-0.07600001,0.009000001,3.922205,0
715,0.035,-0.035,0.004,0.061,3.922205,0
716,0.07300001,-0.029,-0.067,0.006,3.922205,0
717,0.105,-0.096,-0.044,0.026,3.922205,0
718,0.074,-0.07300001,-0.012,0.004,3.922205,0
719,0.062,-0.058,-0.02,0.011,3.922205,0
720,0.086,-0.058,-0.063,-0.008,3.922205,0
721,0.046,-0.006,-0.045,-0.017,3.922205,0
722,0.101,0.086,-0.053,0.014,3.922205,0
723,0.176,0.054,-0.168,0.005,3.922205,0
724,0.075,0.075,-0.005,0.054,3.922205,0
725,0.1,0.089,-0.045,0.058,3.922205,0
726,0.149,0.102,0.108,0.08000001,3.922205,0
727,0.032,0.014,-0.028,0.01,3.922205,0
728,0.182,0.067,0.17,0.074,3.922205,0
729,0.117,0.024,0.114,0.054,3.922205,0
730,0.12,0.01,0.12,0.058,3.922205,0
731,0.116,-0.014,0.115,0.05,3.922205,0
732,0.09500001,-0.053,0.079,0.044,3.922205,0
733,0.06900001,-0.034,0.06,0.042,3.922205,0
734,0.123,-0.116,-0.042,0.07700001,3.922205,0
735,0.165,-0.125,-0.108,0.06,3.922205,0
736,0.162,-0.126,-0.102,0.07300001,3.922205,0
737,0.199,-0.089,-0.178,0.08000001,3.922205,0
738,0.155,-0.098,-0.12,0.074,3.922205,0
739,0.082,-0.045,-0.06900001,0.046,3.922205,0
740,0.09900001,0.013,-0.098,0.025,3.922205,0
741,0.143,-0.004,-0.143,-0.01,3.922205,0
742,0.154,0.052,-0.145,-0.005,3.922205,0
743,0.175,0.079,-0.156,-0.012,3.922205,0
744,0.182,0.113,-0.143,-0.023,3.922205,0
745,0.173,0.094,-0.145,0.015,3.922205,0
746,0.13,0.054,-0.118,-0.01,3.922205,0
747,0.075,0.048,-0.057,-0.013,3.922205,0
748,0.085,0.078,-0.034,0.026,3.922205,0
749,0.055,0.012,-0.053,0.025,3.922205,0
750,0.08800001,0.08800001,0.004,0.058,3.922205,0
751,0.09100001,0.09,0.01,0.067,3.922205,0
752,0.106,0.078,0.071,0.07700001,3.922205,0
753,0.06500001,0.024,0.06,0.048,3.922205,0
754,0.14,0.08800001,0.109,0.057,3.922205,0
755,0.187,0.054,0.179,0.036,3.922205,0
756,0.08400001,-0.007,0.083,-0.003,3.922205,0
757,0.125,-0.021,0.123,0.019,3.922205,0
758,0.062,-0.054,0.031,-0.003,3.922205,0
759,0.11,-0.078,0.079,0.023,3.922205,0
760,0.07700001,-0.075,0.017,0.014,3.922205,0
761,0.08800001,-0.078,0.039,0.042,3.922205,0
762,0.055,-0.037,-0.04,0.024,3.922205,0
763,0.109,-0.096,-0.052,0.021,3.922205,0
764,0.041,-0.04,-0.007,0.034,3.922205,0
765,0.068,-0.049,-0.047,0.041,3.922205,0
766,0.155,-0.074,-0.136,0.029,3.922205,0
767,0.087,0.028,0.083,0.1,3.922205,0
768,0.137,-0.038,-0.131,0.023,3.922205,0
769,0.055,0.004,0.055,0.086,3.922205,0
770,0.004,0.003,-0.003,0.052,3.922205,0
771,0.068,0.057,0.038,0.057,3.922205,0
772,0.074,0.066,0.033,0.049,3.922205,0
773,0.07300001,0.068,-0.027,0.06,3.922205,0
774,0.06500001,0.054,-0.037,0.061,3.922205,0
775,0.068,0.059,-0.034,0.063,3.922205,0
776,0.125,0.086,-0.09100001,0.058,3.922205,0
777,0.112,0.064,-0.09200001,0.033,3.922205,0
778,0.079,0.051,-0.06,0.042,3.922205,0
779,0.08800001,0.07,-0.054,0.064,3.922205,0
780,0.137,0.078,-0.112,0.053,3.922205,0
781,0.07,0.053,-0.045,0.086,3.922205,0
782,0.09900001,-0.013,-0.09900001,0.079,3.922205,0
783,0.03,0.007,-0.03,0.048,3.922205,0
784,0.018,0.016,-0.008,0.03,3.922205,0
785,0.041,0.0,0.041,0.094,3.922205,0
786,0.105,0.015,-0.104,0.007,3.922205,0
787,0.044,-0.021,0.039,0.058,3.922205,0
788,0.033,-0.024,0.022,0.015,3.922205,0
789,0.028,-0.02,0.02,0.041,3.922205,0
790,0.061,-0.061,0.001,-0.017,3.922205,0
791,0.093,-0.075,0.055,0.041,3.922205,0
792,0.14,-0.108,-0.08800001,0.002,3.922205,0
793,0.066,-0.052,0.04,0.042,3.922205,0
794,0.115,-0.07300001,-0.089,-0.002,3.922205,0
795,0.081,-0.038,-0.071,0.034,3.922205,0
796,0.09,0.021,-0.087,0.075,3.922205,0
797,0.081,-0.014,-0.08000001,0.074,3.922205,0
798,0.08400001,0.03,-0.078,0.116,3.922205,0
799,0.064,0.037,-0.053,0.061,3.922205,0
800,0.081,0.025,-0.07700001,0.045,3.922205,0
801,0.081,0.081,0.007,0.057,3.922205,0
802,0.104,0.103,-0.011,0.057,3.922205,0
803,0.07,0.07,0.007,0.037,3.922205,0
804,0.096,0.08000001,0.052,0.033,3.922205,0
805,0.15,0.09100001,0.119,0.023,3.922205,0
806,0.083,0.054,0.064,0.008,3.922205,0
807,0.119,0.072,0.094,0.048,3.922205,0
808,0.049,0.036,0.033,0.016,3.922205,0
809,0.109,0.061,0.09100001,0.02,3.922205,0
810,0.023,-0.021,-0.009000001,-0.025,3.922205,0
811,0.061,-0.034,0.051,-0.017,3.922205,0
812,0.05,-0.05,-0.003,-0.024,3.922205,0
813,0.041,-0.041,-0.003,-0.003,3.922205,0
814,0.009000001,-0.009000001,0.001,-0.025,3.922205,0
815,0.08000001,-0.075,-0.028,-0.01,3.922205,0
816,0.055,-0.051,-0.02,-0.008,3.922205,0
817,0.141,-0.119,-0.07600001,-0.005,3.922205,0
818,0.083,-0.063,-0.054,-0.006,3.922205,0
819,0.06900001,-0.05,-0.048,-0.044,3.922205,0
820,0.104,-0.068,-0.079,-0.017,3.922205,0
821,0.09,0.007,-0.09,-0.022,3.922205,0
822,0.079,0.068,-0.041,-0.059,3.922205,0
823,0.137,0.051,-0.127,-0.063,3.922205,0
824,0.156,0.151,-0.039,-0.007,3.922205,0
825,0.143,0.072,-0.124,0.013,3.922205,0
826,0.09900001,0.079,0.059,0.03,3.922205,0
827,0.087,0.074,0.045,0.006,3.922205,0
828,0.042,0.026,0.033,-0.014,3.922205,0
829,0.064,0.004,0.064,-0.032,3.922205,0
830,0.03,-0.014,0.027,-0.053,3.922205,0
831,0.072,-0.02,0.07,-0.059,3.922205,0
832,0.154,0.0,0.154,-0.05,3.922205,0
833,0.158,-0.156,0.024,-0.118,3.922205,0
834,0.196,-0.09,0.175,-0.081,3.922205,0
835,0.141,-0.112,0.085,-0.06900001,3.922205,0
836,0.136,-0.121,0.062,-0.048,3.922205,0
837,0.108,-0.108,0.01,-0.061,3.922205,0
838,0.118,-0.117,-0.014,-0.044,3.922205,0
839,0.074,-0.06500001,0.036,-0.001,3.922205,0
840,0.093,-0.071,-0.06,0.001,3.922205,0
841,0.152,-0.003,-0.152,-0.038,3.922205,0
842,0.138,-0.051,-0.128,-0.016,3.922205,0
843,0.126,0.057,-0.112,-0.018,3.922205,0
844,0.171,0.044,-0.165,-0.037,3.922205,0
845,0.135,0.086,-0.105,0.001,3.922205,0
846,0.169,0.067,-0.156,-0.009000001,3.922205,0
847,0.098,0.089,-0.041,0.011,3.922205,0
848,0.154,0.147,-0.047,0.032,3.922205,0
849,0.132,0.132,0.003,0.032,3.922205,0
850,0.153,0.153,-0.002,0.028,3.922205,0
851,0.155,0.155,-0.003,0.006,3.922205,0
852,0.149,0.148,-0.02,0.017,3.922205,0
853,0.198,0.195,0.03,0.056,3.922205,0
854,0.137,0.107,0.086,-0.001,3.922205,0
855,0.313,0.201,0.24,-0.029,2.582265,0
856,0.504,0.237,0.445,-0.005,1.55635,0
857,0.179,-0.071,-0.164,0.079,3.200558,0
858,0.222,-0.09900001,-0.199,0.107,3.200558,0
859,0.152,-0.078,-0.13,0.134,3.200558,0
860,0.162,-0.114,-0.115,0.15,3.200558,0
861,0.143,-0.101,-0.102,0.068,3.200558,0
862,0.176,-0.121,-0.128,-0.012,3.200558,0
863,0.168,-0.131,-0.105,-0.041,3.200558,0
864,0.148,-0.141,-0.047,0.027,3.200558,0
865,0.125,-0.123,0.022,0.07300001,3.200558,0
866,0.13,-0.127,0.024,0.056,3.200558,0
867,0.102,-0.096,0.034,0.09200001,3.200558,0
868,0.116,-0.067,0.09500001,0.066,3.200558,0
869,0.07300001,-0.07300001,0.004,0.025,3.200558,0
870,0.059,0.007,-0.059,-0.015,3.200558,0
871,0.06,-0.017,-0.058,-0.06900001,3.200558,0
872,0.114,-0.062,-0.096,-0.057,3.200558,0
873,0.067,-0.002,-0.067,-0.004,3.200558,0
874,0.018,0.017,-0.004,-0.013,3.200558,0
875,0.07700001,0.067,0.039,-0.003,3.200558,0
876,0.127,0.126,-0.016,0.031,3.200558,0
877,0.109,0.108,0.01,0.028,3.200558,0
878,0.123,0.121,0.023,0.045,3.200558,0
879,0.169,0.167,0.028,0.049,3.200558,0
880,0.196,0.195,-0.021,0.103,3.200558,0
881,0.141,0.14,-0.013,0.032,3.200558,0
882,0.121,0.105,-0.06,0.029,3.200558,0
883,0.082,0.07600001,-0.031,0.101,3.200558,0
884,0.042,0.035,-0.024,0.097,3.200558,0
885,0.019,0.0,-0.019,0.118,3.200558,0
886,0.046,0.014,0.044,0.205,3.200558,0
887,0.06900001,-0.02,-0.066,0.149,3.200558,0
888,0.102,0.02,-0.101,0.117,3.200558,0
889,0.027,-0.02,-0.017,0.14,3.200558,0
890,0.104,-0.017,-0.103,0.104,3.200558,0
891,0.08800001,-0.063,-0.061,0.049,3.200558,0
892,0.09200001,-0.075,-0.054,0.024,3.200558,0
893,0.043,-0.039,-0.017,0.04,3.200558,0
894,0.049,-0.046,-0.017,0.003,3.200558,0
895,0.121,-0.111,0.05,-0.005,3.200558,0
896,0.08000001,-0.064,0.048,0.019,3.200558,0
897,0.114,-0.044,0.105,0.031,3.200558,0
898,0.101,-0.012,0.1,0.027,3.200558,0
899,0.134,-0.019,0.133,0.068,3.200558,0
900,0.082,0.052,0.063,0.067,3.200558,0
901,0.07,0.07,-0.004,0.06900001,3.200558,0
902,0.112,0.07600001,-0.083,0.006,3.200558,0
903,0.107,0.082,-0.068,-0.028,3.200558,0
904,0.1,0.098,0.016,0.037,3.200558,0
905,0.067,0.066,-0.013,0.063,3.200558,0
906,0.047,0.027,0.038,0.04,3.200558,0
907,0.098,0.097,-0.011,0.044,3.200558,0
908,0.062,0.036,-0.05,-0.001,3.200558,0
909,0.098,0.07600001,-0.063,0.012,3.200558,0
910,0.061,0.035,0.05,0.067,3.200558,0
911,0.029,-0.015,0.024,0.028,3.200558,0
912,0.081,0.06500001,0.047,0.05,3.200558,0
913,0.02,-0.019,-0.005,0.129,3.200558,0
914,0.066,-0.059,0.029,0.105,3.200558,0
915,0.153,-0.11,0.107,0.116,3.200558,0
916,0.067,-0.063,-0.022,0.115,3.200558,0
917,0.06500001,-0.061,-0.022,0.139,3.200558,0
918,0.039,-0.039,0.003,0.129,3.200558,0
919,0.037,-0.036,-0.006,0.09100001,3.200558,0
920,0.028,-0.028,-0.001,0.097,3.200558,0
921,0.038,-0.037,-0.007,0.12,3.200558,0
922,0.047,-0.011,-0.046,0.093,3.200558,0
923,0.03,-0.01,-0.029,0.13,3.200558,0
924,0.046,-0.033,-0.032,0.06900001,3.200558,0
925,0.085,-0.013,0.08400001,0.085,3.200558,0
926,0.021,-0.02,0.007,0.033,3.200558,0
927,0.048,-0.016,0.045,0.058,3.200558,0
928,0.094,-0.09200001,0.018,0.035,3.200558,0
929,0.052,-0.042,0.031,0.06,3.200558,0
930,0.123,-0.122,0.006,0.014,3.200558,0
931,0.09200001,-0.09100001,0.01,0.031,3.200558,0
932,0.124,-0.09500001,-0.079,0.071,3.200558,0
933,0.09100001,-0.043,-0.08000001,0.085,3.200558,0
934,0.054,-0.029,-0.046,0.093,3.200558,0
935,0.09,0.017,-0.08800001,0.047,3.200558,0
936,0.113,0.08000001,-0.079,0.04,3.200558,0
937,0.167,0.07600001,-0.149,0.048,3.200558,0
938,0.154,0.067,-0.139,0.057,3.200558,0
939,0.184,0.123,-0.137,0.027,3.200558,0
940,0.174,0.112,-0.133,0.014,3.200558,0
941,0.206,0.185,-0.09,-0.019,3.200558,0
942,0.174,0.14,-0.103,-0.007,3.200558,0
943,0.144,0.109,-0.09500001,0.022,3.200558,0
944,0.147,0.135,-0.057,0.027,3.200558,0
945,0.136,0.131,-0.038,0.035,3.200558,0
946,0.15,0.149,-0.022,0.038,3.200558,0
947,0.087,0.08400001,-0.024,0.039,3.200558,0
948,0.028,0.027,-0.004,0.08000001,3.200558,0
949,0.023,-0.022,0.005,0.09200001,3.200558,0
950,0.06900001,-0.06900001,0.005,0.109,3.200558,0
951,0.055,-0.052,0.017,0.105,3.200558,0
952,0.083,-0.07600001,0.034,0.09200001,3.200558,0
953,0.125,-0.075,0.1,0.054,3.200558,0
954,0.103,-0.078,0.066,0.027,3.200558,0
955,0.129,-0.051,0.119,0.014,3.200558,0
956,0.158,-0.056,0.148,-0.002,3.200558,0
957,0.115,-0.012,0.115,0.015,3.200558,0
958,0.141,-0.058,0.128,0.028,3.200558,0
959,0.162,-0.104,0.125,-0.003,3.200558,0
960,0.147,-0.105,0.102,0.017,3.200558,0
961,0.09900001,-0.09900001,-0.003,-0.012,3.200558,0
962,0.068,-0.051,-0.046,0.01,3.200558,0
963,0.11,-0.004,-0.11,0.006,3.200558,0
964,0.115,0.021,-0.113,0.04,3.200558,0
965,0.147,0.103,-0.105,0.06,3.200558,0
966,0.174,0.134,-0.11,0.039,3.200558,0
967,0.156,0.136,-0.07600001,0.012,3.200558,0
968,0.158,0.137,-0.079,-0.036,3.200558,0
969,0.206,0.161,-0.128,-0.007,3.200558,0
970,0.151,0.101,-0.112,0.04,3.200558,0
971,0.112,0.098,-0.053,0.082,3.200558,0
972,0.131,0.096,-0.09,0.103,3.200558,0
973,0.176,0.103,-0.143,0.08000001,3.200558,0
974,0.135,0.066,-0.118,0.107,3.200558,0
975,0.201,0.09100001,-0.18,0.167,3.200558,0
976,0.148,0.08000001,-0.125,0.22,3.200558,0
977,0.159,0.04,-0.153,0.227,3.200558,0
978,0.16,0.045,-0.154,0.234,3.200558,0
979,0.123,-0.053,-0.111,0.153,3.200558,0
980,0.129,-0.111,-0.066,0.071,3.200558,0
981,0.089,-0.089,-0.002,0.041,3.200558,0
982,0.139,-0.09500001,0.102,0.089,3.200558,0
983,0.199,-0.087,0.179,0.07600001,3.200558,0
984,0.262,-0.169,0.199,0.018,3.200558,0
985,0.309,-0.194,0.24,-0.051,2.767139,0
986,0.394,-0.27,0.287,-0.082,2.482938,0
987,0.348,-0.222,0.268,-0.103,2.392667,0
988,0.274,-0.18,0.207,-0.09900001,2.392667,0
989,0.168,-0.09100001,0.141,-0.075,2.392667,0
990,0.105,-0.013,0.104,-0.098,2.392667,0
991,0.178,0.175,0.033,-0.102,2.392667,0
992,0.192,0.191,-0.026,-0.056,2.392667,0
993,0.197,0.196,-0.022,-0.027,2.392667,0
994,0.105,0.066,-0.083,-0.056,2.392667,0
995,0.141,-0.07300001,-0.12,-0.068,2.392667,0
996,0.141,-0.108,-0.09,-0.018,2.392667,0
997,0.143,-0.09500001,-0.107,0.003,2.392667,0
998,0.177,-0.128,-0.123,0.058,2.392667,0
999,0.178,-0.131,-0.12,0.049,2.392667,0
1000,0.154,-0.124,-0.09100001,0.03,2.392667,0
1001,0.101,-0.09200001,-0.042,0.048,2.392667,0
1002,0.1,-0.082,-0.057,0.07,2.392667,0
1003,0.078,-0.023,-0.075,0.07,2.392667,0
1004,0.08800001,0.07,-0.054,0.09100001,2.392667,0
1005,0.09900001,0.086,-0.049,0.117,2.392667,0
1006,0.165,0.161,-0.038,0.089,2.392667,0
1007,0.181,0.176,-0.042,0.057,2.392667,0
1008,0.082,0.082,0.002,-0.029,2.392667,0
1009,0.082,0.08000001,-0.014,-0.036,2.392667,0
1010,0.113,0.05,-0.102,-0.071,2.392667,0
1011,0.055,0.018,-0.052,-0.108,2.392667,0
1012,0.047,0.043,-0.018,-0.086,2.392667,0
1013,0.07600001,0.067,-0.036,-0.064,2.392667,0
1014,0.09,0.09,-0.001,-0.04,2.392667,0
1015,0.031,0.03,0.008,0.021,2.392667,0
1016,0.051,0.044,0.025,0.052,2.392667,0
1017,0.118,0.018,0.116,0.102,2.392667,0
1018,0.165,0.06500001,0.152,0.12,2.392667,0
1019,0.135,0.105,0.086,0.115,2.392667,0
1020,0.168,0.093,0.139,0.059,2.392667,0
1021,0.128,0.07600001,0.103,0.068,2.392667,0
1022,0.147,0.031,0.144,0.06500001,2.392667,0
